,Unnamed: 0,句子,字,释义,正确选项（填序号）：
250,1786,获乎上有道，不信乎朋友，不获乎上矣；信乎朋友有道，不顺乎亲，不信乎朋友矣；顺乎亲有道，反诸【身】不诚，不顺乎亲矣；诚身有道，不明乎善，不诚乎身矣,身,"1、<名>人或动物的躯干
<例句：首身离兮心不惩。>
2、<名>整个身躯
<例句：身已半入，止露尻尾。>
3、<名>自身；本身；自己
<例句：于其身也，则耻师焉。>
4、<副>亲自
<例句：将军身率益州之众出于秦川。>
5、<名>一生；生命
<例句：固将重昏而终身。>
<例句：一旦抵罪，或脱身以逃。>
6、<名>同“娠”，身孕
<例句：且以汝之有身也，更恐不胜悲。>
7、<名>人或动物的躯干
<例句：首身离兮心不惩。>
8、<名>整个身躯
<例句：身已半入，止露尻尾。>
9、<名>自身；本身；自己
<例句：于其身也，则耻师焉。>
10、<副>亲自
<例句：将军身率益州之众出于秦川。>
11、<名>一生；生命
<例句：固将重昏而终身。>
<例句：一旦抵罪，或脱身以逃。>
12、<名>同“娠”，身孕
<例句：且以汝之有身也，更恐不胜悲。>
",
1357,2893,夫焉有所倚？肫肫其仁！渊渊其渊！浩浩其天！苟不固聪明圣知达天德者，其孰能知之？《诗》【曰】：“衣锦尚絅”，恶其文之著也,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",
671,2207,今夫天，斯昭昭之多，及其无穷也，【日】月星辰系焉，万物覆焉,日,"1、<名>太阳
<例句：夸父与日逐走。>
2、<名>白昼；白天
<例句：此臣日夜切齿拊心也。>
3、<名>一昼夜；一天
<例句：尝一日千里，不忍杀之。>
4、<名>日子；时间
<例句：待到重阳日，还来就菊花。>
5、<名>往日；从前
<例句：日君乏使，使臣斯司马。>
6、<名>他日；以后的某一天
<例句：日以偕来，吾与若俱观之。>
",
1515,3051,子曰：“声色之于【以】化民,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",
1151,2687,辟如天地之无不持载，无不覆帱，辟【如】四时之错行，如日月之代明,如,"1、<动>往；到……去
<例句：入溆浦余儃佪兮，迷不知吾所如。>
2、<动>依照；遵从
<例句：先生如其指，内狼于囊。>
3、<动>顺；符合
<例句：邂逅不如意，便还就孤。>
4、<动>像；如同
<例句：日初出大如车盖。>
5、<动>及；比得上
<例句：天时不如地利。>
6、<动>用于短语“如……何”中，表示“对待……怎么办”、“把……怎么办”
<例句：如太行、王屋何？>
7、<副>不如；应该
<例句：若爱重伤，则如勿伤。>
8、<连>如果；假如
<例句：洛阳亲友如相问。>
9、<连>或者
<例句：安见方六七十，如五六十，而非邦也者？>
10、<连>至于
<例句：如其礼乐，以俟君子。>
11、词缀
<例句：……的样子>
<例句：仁义之人，其言蔼如也。>
",
1057,2593,质诸鬼神而【无】疑，知天也；百世以俟圣人而不惑，知人也,无,"1、<动>没有
<例句：黔无驴，有好事者船载以入。>
2、<副>不；别
<例句：硕鼠硕鼠，无食我麦。>
3、<连>不论；无论
<例句：是故无贵无贱，无长无少，道之所存师之所存也。>
4、<形>贫穷；无资财
<例句：礼生于有而废于无。>
",
869,2405,《诗》曰：“既明【且】哲，以保其身,且,"1、表示递进关系，并列关系。
<例句：彼所将中国人不过十五六万，且已久疲。……>
<例句：且将军大势可以拒操者，长江也……>
<例句：河水清且涟猗。>
2、有时相当于""尚且""。先让步，后推进一层。
<例句：臣死且不避，卮酒安足辞！>
<例句：古之圣人，……犹且从师而问焉……>
3、副词。相当于""将""""将要""，""暂且""""姑且""。
<例句：不出，火且尽。>
<例句：驴一鸣，虎大骇，远遁，以为且噬已也，甚恐。>
<例句：存者且偷生，死者长已矣。>
<例句：卿但暂还家，吾今且报府。>
",
604,2140,博厚，所以载物也；高明，所以覆物也；【悠】久，所以成物也,悠,"1、<动>思念
<例句：悠哉悠哉，辗转反侧。>
2、<形>长；远
<例句：江山悠隔。>
",
1061,2597,质诸鬼神而无疑，知天【也】；百世以俟圣人而不惑，知人也,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",
1039,2575,故君子之道：本诸身，徵诸庶民，考诸三王而不缪，建诸天地而不悖，质诸【鬼】神而无疑，百世以俟圣人而不惑,鬼,"1、<名>迷信者认为人死后精灵不灭，称之为鬼
<例句：魂魄毅兮为鬼雄。>
2、<名>迷信传说中万物的精灵；神灵
<例句：然足下卜之鬼乎？>
<例句：如猛兽奇鬼，森然欲搏人。>
3、<形>隐秘不测
<例句：故明主之行制也天，其用也鬼。>
4、<形>机智；狡黠
<例句：左右刀敕之徒，悉号为鬼。>
5、<名>星宿名
",
627,2163,如此者，不见而章，不动而变，【无】为而成,无,"1、<动>没有
<例句：黔无驴，有好事者船载以入。>
2、<副>不；别
<例句：硕鼠硕鼠，无食我麦。>
3、<连>不论；无论
<例句：是故无贵无贱，无长无少，道之所存师之所存也。>
4、<形>贫穷；无资财
<例句：礼生于有而废于无。>
",
902,2438,”其此之谓与！子曰：“愚而好自用，贱而好自专，生乎今之世，反古之道：如此者，灾及【其】身者也,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",
856,2392,是故居上不骄，为下不倍；国有道，其言足【以】兴；国无道，其默足以容,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",
700,2236,及其广厚，载华岳而不重，振河海而不泄，【万】物载焉,万,"1、<数>十个一千
<例句：使齐军入魏地为十万灶，明日为五万灶，又明日为三万灶。>
2、<副>极；非常
<例句：无辞以白其大，且万无母子俱往理。>
3、<名>古代一种大型舞蹈的名字
<例句：九月，考仲子之宫，将万焉。>
4、<数>十个一千
<例句：使齐军入魏地为十万灶，明日为五万灶，又明日为三万灶。>
5、<副>极；非常
<例句：无辞以白其大，且万无母子俱往理。>
6、<名>古代一种大型舞蹈的名字
<例句：九月，考仲子之宫，将万焉。>
",
1124,2660,庶几夙夜，以永终誉！”君子未有不如此而蚤有誉于【天】下者也,天,"1、<名>天空
<例句：是日也，天朗气清，惠风和畅。>
<例句：其容清明，天高日晶。>
<例句：天似穹庐，笼盖四野。>
2、<名>天气；气候
<例句：可怜身上衣正单，心忧炭贱愿天寒。>
3、<名>自然；本性
<例句：依乎天理，批大郤，导大窾。>
4、<名>古代人们想像中万事万物的主宰者
<例句：秦违蹇叔而以贪勤民，天奉我也。>
<例句：隘而不列，天赞我也。>
<例句：此天亡我也，非战之罪也。>
5、<名>人们赖以生存的人物
<例句：王者以民人为天，而民人以食为天。>
",
709,2245,今夫山，一卷石之多，【及】其广大，草木生之，禽兽居之，宝藏兴焉，今夫水，一勺之多，及其不测，鼋、鼍、蛟龙、鱼鳖生焉，货财殖焉,及,"1、<动>赶上；追上
<例句：及诸河，则在舟中矣。>
2、<动>至；到；到达
<例句：农人告余以春及，将有事于西畴。>
<例句：及其衰也，数十伶人困之。>
3、<动>遭遇；遇到
<例句：略则行志，假货居贿，宜及于难。>
4、<动>推及；涉及
<例句：老吾老，以及人之老。>
5、<动>来得及
<例句：方急时，不及召下兵。>
6、<动>赶得上；比得上
<例句：君美甚，徐公何能及君也。>
7、<介>等到；到了
<例句：及其所之既倦，情随事迁，感慨系之矣。>
8、<介>趁着
<例句：彼众我寡，及其未既济也，请击之。>
9、<介>跟，与
<例句：屈完及诸侯盟。>
10、<连>和，与
<例句：臣之辛苦，非独蜀之人士及二州牧伯所见明知。>
",
1508,3044,《诗》云：“予怀明德，不大声以【色】,色,"1、<名>脸色；表情
<例句：举欣欣然有喜色。>
<例句：太后之色少解。>
2、<名>女色；美貌的妇女
<例句：耳目极声色之好。>
<例句：毅怪视之，乃殊色也。>
3、<名>容貌
<例句：年长色衰，委身为贾人妇。>
4、<名>色彩；颜色
<例句：秋水共长天一色。>
5、<名>天色；景色
<例句：两峰秀色，俱可手揽。>
6、<名>种这类
<例句：客内无此色人。>
7、<名>脸色；表情
<例句：举欣欣然有喜色。>
<例句：太后之色少解。>
8、<名>女色；美貌的妇女
<例句：耳目极声色之好。>
<例句：毅怪视之，乃殊色也。>
9、<名>容貌
<例句：年长色衰，委身为贾人妇。>
10、<名>色彩；颜色
<例句：秋水共长天一色。>
11、<名>天色；景色
<例句：两峰秀色，俱可手揽。>
12、<名>种这类
<例句：客内无此色人。>
",
321,1857,有弗学，学之弗能，弗措也；【有】弗问，问之弗知，弗措也；有弗思，思之弗得，弗措也；有弗辨，辨之弗明，弗措也；有弗行，行之弗笃，弗措也,有,"1、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
2、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
3、<动>掌握
<例句：有道之士，贵以近知远。>
4、<形>富有
<例句：礼生于有而废于无。>
5、<名>收获；出产的东西
<例句：退而甘食其土之有。>
6、<连>或者
<例句：故君子有不战，战则必胜。>
7、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
8、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
9、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
10、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
11、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
12、<动>掌握
<例句：有道之士，贵以近知远。>
13、<形>富有
<例句：礼生于有而废于无。>
14、<名>收获；出产的东西
<例句：退而甘食其土之有。>
15、<连>或者
<例句：故君子有不战，战则必胜。>
16、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
17、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
18、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
",
1365,2901,夫焉有所倚？肫肫其仁！渊渊其渊！浩浩其天！苟不固聪明圣知达天德者，其孰能知之？《诗》曰：“衣锦尚絅”，恶其文之著【也】,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",
1307,2843,【唯】天下至诚，为能经纶天下之大经，立天下之大本，知天地之化育,唯,"1、<副>只；仅
<例句：实冀三横唯余其一。>
2、<助>用句首，表示希望
<例句：唯大王与群臣孰计议之。>
3、<助>用于句首，表示语气
<例句：唯求则非邦也与？>
<例句：是>
<例句：毅伪退辞谢，俯仰唯唯。>
4、<副>只；仅
<例句：实冀三横唯余其一。>
5、<助>用句首，表示希望
<例句：唯大王与群臣孰计议之。>
6、<助>用于句首，表示语气
<例句：唯求则非邦也与？>
<例句：是>
<例句：毅伪退辞谢，俯仰唯唯。>
",
