,Unnamed: 0,句子,字,释义,正确选项（填序号）：
826,2362,致广大而尽【精】微,精,"1、<名>精米；上等的细米
<例句：鼓荚播精，足以食十人。>
2、<名>精华
<例句：齐楚之精英。>
3、<形>精粹；精纯
<例句：阳嘉元年，复造候风地动仪，以精铜铸成。>
4、<形>精良；精锐
<例句：兵精粮多，足以立事。>
5、<形>精美；美好
<例句：纤纤作细步，精妙细无双。>
6、<动>精通；谙熟
<例句：精技击者不过百人。>
7、<形>精湛；精妙
<例句：吾射不亦精乎？>
8、<形>精心；专一
<例句：精思附会，十年乃成。>
9、<名>精神；精力
<例句：有动于中，必摇其精。>
10、<形>瘦，不肥
<例句：却才精的，怕府里要裹馄饨，肥的臊子何用？>
",5
810,2346,故曰：苟不【至】德，至道不凝焉,至,"1、<动>来到；到达
<例句：王无罪岁，斯天下之民至焉。>
2、<形>达到顶点
<例句：二者用精至矣。>
3、<形>周到
<例句：或遇其叱咄，色愈恭，礼愈至，不敢出一言以复。>
4、<副>极；最
<例句：寡助之至，亲戚畔之。>
5、<连>至于
<例句：至桀、纣之暴，犹谓汤、武不当诛之。>
",2
1184,2720,唯天【下】至圣为能聪明睿知，足以有临也；宽裕温柔，足以有容也；发强刚毅，足以有执也；齐庄中正，足以有敬也；文理密察，足以有别也,下,"1、<名>下面；位置较低的处所
<例句：上食埃土，下饮黄泉。>
2、<形>低
<例句：此地势高下之不同也。>
3、<形>下等；次序在后的
<例句：闻寡之耳者，受下赏。>
4、<名>地位低下的人；职务低的人；下级
<例句：且相如素贱人，吾羞，不忍为之下。>
5、<动>从高处到低处
<例句：转入石门，越天都之胁而下。>
6、<动>降下；落下
<例句：纷纷暮雪下辕门。>
7、<动>下坠
<例句：项王泣数行下。>
8、<动>到……去
<例句：君乃自湖南溯江，下上海。>
9、<动>下达；颁布
<例句：维扬帅下逐客之令。>
10、<动>攻下；攻占
<例句：蕲下，乃令符离人葛婴将兵徇蕲以东。>
11、<动>少于；低于
<例句：今之众人，其下圣人也亦矣。>
12、<动>谦下；降低身份去交往
<例句：公子为人，仁而下士。>
13、<量>表示动作的次数
<例句：忽然抚尺一下，群响毕绝。>
14、<名>方面；方
<例句：今若取此以断两下相杀，则合于礼矣。>
",1
159,1695,朝聘以时，厚往而薄来，所以怀诸【侯】也,侯,"1、<名>箭靶
<例句：终日射侯不出正亏。>
2、<名>古代公侯伯子男五等爵位的第二等,又为诸侯国国君的通称
<例句：出则接遇宾客应对诸侯。>
<例句：王侯将相宁有种乎?>
<例句：素善留侯张良。>
3、<副>同“何”
4、<名>箭靶
<例句：终日射侯不出正亏。>
5、<名>古代公侯伯子男五等爵位的第二等,又为诸侯国国君的通称
<例句：出则接遇宾客应对诸侯。>
<例句：王侯将相宁有种乎?>
<例句：素善留侯张良。>
6、<副>同“何”
",2
113,1649,所以修身也；去谗远色，贱货而贵德，所以劝贤也；尊其位，重其禄，同其好恶，所以劝亲亲也；官盛任使，所以劝大臣也；忠信重禄，所以劝士也；时使薄敛，所以劝百姓也；日省月【试】，既廪称事，所以劝百工也；送往迎来，嘉善而矜不能，所以柔远人也；继绝世，举废国，治乱持危,试,"1、<动>用；任用
<例句：兵革不试，五刑不用。>
2、<动>尝试；试探
<例句：守邸曰：‘试来视之。’>
3、<动>试验；检验
<例句：又试之鸡，果如成言。>
4、<动>考试
<例句：及试，吏呼名史公，公瞿然注视。>
",3
1240,2776,溥博【如】天，渊泉如渊,如,"1、<动>往；到……去
<例句：入溆浦余儃佪兮，迷不知吾所如。>
2、<动>依照；遵从
<例句：先生如其指，内狼于囊。>
3、<动>顺；符合
<例句：邂逅不如意，便还就孤。>
4、<动>像；如同
<例句：日初出大如车盖。>
5、<动>及；比得上
<例句：天时不如地利。>
6、<动>用于短语“如……何”中，表示“对待……怎么办”、“把……怎么办”
<例句：如太行、王屋何？>
7、<副>不如；应该
<例句：若爱重伤，则如勿伤。>
8、<连>如果；假如
<例句：洛阳亲友如相问。>
9、<连>或者
<例句：安见方六七十，如五六十，而非邦也者？>
10、<连>至于
<例句：如其礼乐，以俟君子。>
11、词缀
<例句：……的样子>
<例句：仁义之人，其言蔼如也。>
",4
187,1723,言【前】定则不跲，事前定则不困，行前定则不疚，道前定则不穷,前,"1、<动>上前；前进
<例句：乃前曰：‘璧有瑕，请指示王。’>
2、<名>前面；之前
<例句：生乎吾前，其闻道也固先乎吾。>
3、<副>先前；早前
<例句：迫而视之，乃前寄辞者。>
",2
618,2154,【如】此者，不见而章，不动而变，无为而成,如,"1、<动>往；到……去
<例句：入溆浦余儃佪兮，迷不知吾所如。>
2、<动>依照；遵从
<例句：先生如其指，内狼于囊。>
3、<动>顺；符合
<例句：邂逅不如意，便还就孤。>
4、<动>像；如同
<例句：日初出大如车盖。>
5、<动>及；比得上
<例句：天时不如地利。>
6、<动>用于短语“如……何”中，表示“对待……怎么办”、“把……怎么办”
<例句：如太行、王屋何？>
7、<副>不如；应该
<例句：若爱重伤，则如勿伤。>
8、<连>如果；假如
<例句：洛阳亲友如相问。>
9、<连>或者
<例句：安见方六七十，如五六十，而非邦也者？>
10、<连>至于
<例句：如其礼乐，以俟君子。>
11、词缀
<例句：……的样子>
<例句：仁义之人，其言蔼如也。>
",4
420,1956,唯天下至诚，为能尽其性；能尽其性，则能尽人之性；能尽人之性，则能【尽】物之性；能尽物之性，则可以赞天地之化育；可以赞天地之化育，则可以与天地参矣,尽,"1、<动>完；完尽；完了
<例句：肴核既尽，杯盘狼藉。>
2、<动>全部用出
<例句：寡人之于国也，尽心焉耳矣。>
3、<动>完结；消亡
<例句：退而甘食其土之有，以尽吾齿。>
<例句：转侧床头，惟思自尽。>
4、<名>尽头
<例句：则物与我皆无尽也，而又何羡乎。>
5、<动>达到顶点；穷极
<例句：妙尽璇机之正。>
6、<副>全部；全都
<例句：萍水相逢，尽是他乡之客。>
7、<副>极端；最
<例句：子谓《韶》尽美矣，又尽善也。>
8、<动>同“进”，进行
<例句：近臣尽规。>
9、<动>尽量；尽可能
<例句：虚坐尽后，食坐尽后。>
10、<副>任凭；任随
<例句：惟有落红不禁，尽教飞舞出宫墙。>
11、<动>完；完尽；完了
<例句：肴核既尽，杯盘狼藉。>
12、<动>全部用出
<例句：寡人之于国也，尽心焉耳矣。>
13、<动>完结；消亡
<例句：退而甘食其土之有，以尽吾齿。>
<例句：转侧床头，惟思自尽。>
14、<名>尽头
<例句：则物与我皆无尽也，而又何羡乎。>
15、<动>达到顶点；穷极
<例句：妙尽璇机之正。>
16、<副>全部；全都
<例句：萍水相逢，尽是他乡之客。>
17、<副>极端；最
<例句：子谓《韶》尽美矣，又尽善也。>
18、<动>同“进”，进行
<例句：近臣尽规。>
19、<动>尽量；尽可能
<例句：虚坐尽后，食坐尽后。>
20、<副>任凭；任随
<例句：惟有落红不禁，尽教飞舞出宫墙。>
",1
1190,2726,唯天下至圣为能聪明睿【知】，足以有临也；宽裕温柔，足以有容也；发强刚毅，足以有执也；齐庄中正，足以有敬也；文理密察，足以有别也,知,"1、<动>知道；了解
<例句：故察己则可以知人。>
2、<动>认识；识别
<例句：其真无马邪？其真不知马也。>
3、<名>知觉；感觉
<例句：官知止而神欲行。>
4、<动>感到；觉得
<例句：春江水暖鸭先知。>
5、<动>交好；相亲
<例句：公孙明知叔孙于齐。>
6、<名>交情
<例句：绝宾客之知。>
7、<名>朋友
<例句：悲歌辞旧爱，衔泪觅新知。>
8、<动>主持
<例句：吾与之共知赵国之政。>
9、通“智”
<例句：君子博学而日参乎己，则知明而行无过矣。>
10、<动>知道；了解
<例句：故察己则可以知人。>
11、<动>认识；识别
<例句：其真无马邪？其真不知马也。>
12、<名>知觉；感觉
<例句：官知止而神欲行。>
13、<动>感到；觉得
<例句：春江水暖鸭先知。>
14、<动>交好；相亲
<例句：公孙明知叔孙于齐。>
15、<名>交情
<例句：绝宾客之知。>
16、<名>朋友
<例句：悲歌辞旧爱，衔泪觅新知。>
17、<动>主持
<例句：吾与之共知赵国之政。>
18、通“智”
<例句：君子博学而日参乎己，则知明而行无过矣。>
",9
1001,2537,王天下有三重焉，其寡过矣乎！上焉者虽善无徵，无徵不信，不信民弗从；【下】焉者虽善不尊，不尊不信，不信民弗从,下,"1、<名>下面；位置较低的处所
<例句：上食埃土，下饮黄泉。>
2、<形>低
<例句：此地势高下之不同也。>
3、<形>下等；次序在后的
<例句：闻寡之耳者，受下赏。>
4、<名>地位低下的人；职务低的人；下级
<例句：且相如素贱人，吾羞，不忍为之下。>
5、<动>从高处到低处
<例句：转入石门，越天都之胁而下。>
6、<动>降下；落下
<例句：纷纷暮雪下辕门。>
7、<动>下坠
<例句：项王泣数行下。>
8、<动>到……去
<例句：君乃自湖南溯江，下上海。>
9、<动>下达；颁布
<例句：维扬帅下逐客之令。>
10、<动>攻下；攻占
<例句：蕲下，乃令符离人葛婴将兵徇蕲以东。>
11、<动>少于；低于
<例句：今之众人，其下圣人也亦矣。>
12、<动>谦下；降低身份去交往
<例句：公子为人，仁而下士。>
13、<量>表示动作的次数
<例句：忽然抚尺一下，群响毕绝。>
14、<名>方面；方
<例句：今若取此以断两下相杀，则合于礼矣。>
",4
425,1961,唯天下至诚，为能尽其性；能尽其性，则能尽人之性；能尽人之性，则能尽物之性；能尽物【之】性，则可以赞天地之化育；可以赞天地之化育，则可以与天地参矣,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",2
1238,2774,【溥】博如天，渊泉如渊,溥,"1、<形>广大
<例句：逝彼百泉，瞻彼溥原。>
2、<副>普遍
<例句：溥天之下，莫非王土。>
<例句：敷>
<例句：夫孝，置之而塞乎天地，溥之而横乎四海。>
",1
227,1763,获乎上有道，不信乎朋友，不【获】乎上矣；信乎朋友有道，不顺乎亲，不信乎朋友矣；顺乎亲有道，反诸身不诚，不顺乎亲矣；诚身有道，不明乎善，不诚乎身矣,获,"1、<动>猎得禽兽
<例句：终日而不获一禽。>
2、<动>俘获
<例句：获百里孟明视、西乞术、白乙丙以归。>
3、<动>得到；收获
<例句：秦以攻取之外，小则获邑。>
<例句：卒获有所闻。>
4、<动>收割庄稼
<例句：春耕夏耘，秋获冬藏。>
<例句：获>
",3
1338,2874,夫焉有所倚？肫肫其仁！渊渊【其】渊！浩浩其天！苟不固聪明圣知达天德者，其孰能知之？《诗》曰：“衣锦尚絅”，恶其文之著也,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",2
638,2174,【其】为物不贰，则其生物不测,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",2
268,1804,诚者，天【之】道也；诚之者，人之道也,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",2
1333,2869,夫焉有所【倚】？肫肫其仁！渊渊其渊！浩浩其天！苟不固聪明圣知达天德者，其孰能知之？《诗》曰：“衣锦尚絅”，恶其文之著也,倚,"1、<动>靠着
<例句：倚南窗以寄傲，审容膝之易安。>
2、<动>拄着
<例句：归来倚杖自叹息。>
3、<动>随着；依照
<例句：客有吹洞箫者，倚歌而和之。>
<例句：搁>
",1
1355,2891,夫焉有所倚？肫肫其仁！渊渊其渊！浩浩其天！苟不固聪明圣知达天德者，其孰能知【之】？《诗》曰：“衣锦尚絅”，恶其文之著也,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",1
66,1602,所以修身也；去谗远色，贱货而贵德，所【以】劝贤也；尊其位，重其禄，同其好恶，所以劝亲亲也；官盛任使，所以劝大臣也；忠信重禄，所以劝士也；时使薄敛，所以劝百姓也；日省月试，既廪称事，所以劝百工也；送往迎来，嘉善而矜不能，所以柔远人也；继绝世，举废国，治乱持危,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",8
1475,3011,”是故君子不赏而民劝，【不】怒而民威于鈇钺,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",2
1459,2995,《诗》【曰】：“奏假无言，时靡有争,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",1
904,2440,”其此之谓与！子曰：“愚而好自用，贱而好自专，生乎今之世，反古之道：如此者，灾及其身【者】也,者,"1、助词，主要有两种用法。一种是附在别的词或短语之后，组成名词性短语。
<例句：将藏之于家，使来者读之，悲予志焉。>
<例句：用叶者取叶初长足时，用芽者自从本说，用花者取花初敷时，用实者成实时采。>
2、""者""的另一种用法是放在一个词或一组词后边，起提顿作用，先用""……者""提出在说明的事物，稍微停顿一下，然后说明或论断。
<例句：大阉之乱，缙绅而能不易其志者，四海之大，有几人欤？>
<例句：古之让天子者，是去监门之养而离臣虏之劳也。>
3、""者""有时放在时间副词之后，起语助作用，可不译。
<例句：今者项庄拔剑舞，其意常在沛公也。>
4、""者""有时放在数词后边，可译为""个""""样""之类。
<例句：此数者用兵之患也，而操皆冒行之。>
",1
