,Unnamed: 0,句子,字,释义,正确选项（填序号）：
9,1545,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，【敬】大臣则不眩，体群臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔远人则四方归之，怀诸侯则天下畏之,敬,"1、<形>严肃；慎重
<例句：君子敬而无失，与人恭而有礼。>
2、<动>严肃慎重地对待
<例句：忧懈台则思慎始而敬终。>
3、<动>尊敬；敬重
<例句：北虽貌敬，实则愤怒。>
4、<名>敬意
<例句：严大国之威以修敬也。>
5、<形>恭敬
<例句：公子使客斩其仇头，敬进如姬。>
",
644,2180,其为物不贰，则其生物【不】测,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",
717,2253,今夫山，一卷石之多，及其广大，草木生之，禽兽居【之】，宝藏兴焉，今夫水，一勺之多，及其不测，鼋、鼍、蛟龙、鱼鳖生焉，货财殖焉,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",
1461,2997,《诗》曰：“奏【假】无言，时靡有争,假,"1、<动>借；贷
<例句：以是人多以书假余，余因得遍观群书。>
2、<动>凭借；借助
<例句：君子生非异也，善假于物也。>
3、<动>用；须
<例句：将军之所知，不假仆一二谈也。>
4、<动>给予
<例句：汉人未可假大兵权。>
5、<形>非正式的；代理的
<例句：乃相与共立项羽为假上将军。>
6、<形>虚假的；假的
<例句：那里去辨甚么真共假?>
7、<动>假装；装作
<例句：乃悟前狼假寐，盖以诱敌。>
8、<连>假使；假如
<例句：仆自卜固无取，假令有取，亦不敢为人师。>
9、<名>假期
<例句：府吏闻此变，因求假暂归。>
10、<名>通“暇”，空闲时间
<例句：岂急于富贵未假度者耶?>
11、<形>通“遐”
<例句：世以为登假焉。>
12、<动>借；贷
<例句：以是人多以书假余，余因得遍观群书。>
13、<动>凭借；借助
<例句：君子生非异也，善假于物也。>
14、<动>用；须
<例句：将军之所知，不假仆一二谈也。>
15、<动>给予
<例句：汉人未可假大兵权。>
16、<形>非正式的；代理的
<例句：乃相与共立项羽为假上将军。>
17、<形>虚假的；假的
<例句：那里去辨甚么真共假?>
18、<动>假装；装作
<例句：乃悟前狼假寐，盖以诱敌。>
19、<连>假使；假如
<例句：仆自卜固无取，假令有取，亦不敢为人师。>
20、<名>假期
<例句：府吏闻此变，因求假暂归。>
21、<名>通“暇”，空闲时间
<例句：岂急于富贵未假度者耶?>
22、<形>通“遐”
<例句：世以为登假焉。>
",
1479,3015,”是故君子不赏而民劝，不怒而民【威】于鈇钺,威,"1、<名>威力；威势
<例句：遂破荆州，威震四海。>
2、<名>威严；尊严；威信
<例句：严大国之威以修敬也。>
3、<动>威慑；震慑
<例句：此教我先威众也。>
4、<动>通“畏”，使……害怕
<例句：赏赐不能喜，诛罚不能威。>
",
618,2154,【如】此者，不见而章，不动而变，无为而成,如,"1、<动>往；到……去
<例句：入溆浦余儃佪兮，迷不知吾所如。>
2、<动>依照；遵从
<例句：先生如其指，内狼于囊。>
3、<动>顺；符合
<例句：邂逅不如意，便还就孤。>
4、<动>像；如同
<例句：日初出大如车盖。>
5、<动>及；比得上
<例句：天时不如地利。>
6、<动>用于短语“如……何”中，表示“对待……怎么办”、“把……怎么办”
<例句：如太行、王屋何？>
7、<副>不如；应该
<例句：若爱重伤，则如勿伤。>
8、<连>如果；假如
<例句：洛阳亲友如相问。>
9、<连>或者
<例句：安见方六七十，如五六十，而非邦也者？>
10、<连>至于
<例句：如其礼乐，以俟君子。>
11、词缀
<例句：……的样子>
<例句：仁义之人，其言蔼如也。>
",
317,1853,有弗学，学之【弗】能，弗措也；有弗问，问之弗知，弗措也；有弗思，思之弗得，弗措也；有弗辨，辨之弗明，弗措也；有弗行，行之弗笃，弗措也,弗,"1、fú<副>表否定，相当于“不”
<例句：手指不可屈伸，弗之怠。>
<例句：不>
<例句：弗>
<例句：不>
<例句：弗>
",
826,2362,致广大而尽【精】微,精,"1、<名>精米；上等的细米
<例句：鼓荚播精，足以食十人。>
2、<名>精华
<例句：齐楚之精英。>
3、<形>精粹；精纯
<例句：阳嘉元年，复造候风地动仪，以精铜铸成。>
4、<形>精良；精锐
<例句：兵精粮多，足以立事。>
5、<形>精美；美好
<例句：纤纤作细步，精妙细无双。>
6、<动>精通；谙熟
<例句：精技击者不过百人。>
7、<形>精湛；精妙
<例句：吾射不亦精乎？>
8、<形>精心；专一
<例句：精思附会，十年乃成。>
9、<名>精神；精力
<例句：有动于中，必摇其精。>
10、<形>瘦，不肥
<例句：却才精的，怕府里要裹馄饨，肥的臊子何用？>
",
1447,2983,君子所不可及者，其唯人之所不见乎！《诗》云：“相在尔室，尚不愧【于】屋漏,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",
759,2295,“于乎不【显】，文王之德之纯！”盖曰文王之所以为文也，纯亦不已,显,"1、<形>显著；明显
<例句：唯恐道途显晦，不相通达，致负诚托。>
2、<形>显贵；显赫
<例句：今之高爵显位，一旦抵罪，或脱身以逃。>
3、<动>显现；显露
<例句：其间才把个屈死的冤魂这窦娥显。>
4、<动>显扬
<例句：孙膑以此名显天下。>
5、<形>荣耀
<例句：是以蓼洲周公，忠义暴于朝廷，赠谥美显，荣于身后。>
6、<形>旧美称去世的长辈亲属
<例句：显妣>
<例句：显考>
",
988,2524,王天下有三重焉，其寡过矣乎！上【焉】者虽善无徵，无徵不信，不信民弗从；下焉者虽善不尊，不尊不信，不信民弗从,焉,"1、常用在句末，一般可不译出。
<例句：于是余有叹焉。>
2、有时用于反诘语气，可译为""呢""。
<例句：万钟于我何加焉！>
3、""焉""在句中，作形容词、副词词尾，表示语气上的停顿。
<例句：硿硿焉，余固笑而不信也。>
4、代词。相当于""之""。
<例句：使皇武子辞焉。>
<例句：惟俟夫观人风者得焉。>
<例句：犹且从师而问焉。>
<例句：去今之墓而葬焉，其为时止十有一月耳。>
5、疑问代词。译为""什么""、""哪里""等。
<例句：面目美好者，焉故必知者。>
<例句：且焉置土石？>
<例句：未知生，焉知死>
<例句：割鸡焉用牛刀>
6、兼词。相当于""于是""、""于之""等。
<例句：必死是间，余收尔骨焉。>
<例句：微波入焉。>
",
1110,2646,庶几夙夜，【以】永终誉！”君子未有不如此而蚤有誉于天下者也,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",
310,1846,“博学之，审问之，慎思之，明辨之，笃【行】之,行,"1、<动>行走
<例句：三人行，必有我师焉。>
2、<动>出行
<例句：为吾子之将行也。>
3、<动>运行
<例句：舟已行矣，而剑不行。>
4、<动>传布
<例句：士之处此世，而望名誉之光，道德行，难已。>
5、<动>实行；做
<例句：君子寡欲则不役于物，可以直道而行。>
6、<名>动作；行动；举动
<例句：大行不顾细谨。>
7、<名>品行
<例句：其志洁，其行廉。>
8、<副>将；即将
<例句：善万物之得时，感吾生之行休。>
9、<量>遍；次
<例句：客至未尝不置酒，或三行五行。>
10、<名>道路
<例句：遵彼微行。>
11、<名>行列；队伍
<例句：凌余阵兮躐余行。>
12、<名>辈；辈分
<例句：汉天子，我丈人行也。>
13、<量>指成行的事物
<例句：出门登车去，涕落百余行。>
14、<动>行走
<例句：三人行，必有我师焉。>
15、<动>出行
<例句：为吾子之将行也。>
16、<动>运行
<例句：舟已行矣，而剑不行。>
17、<动>传布
<例句：士之处此世，而望名誉之光，道德行，难已。>
18、<动>实行；做
<例句：君子寡欲则不役于物，可以直道而行。>
19、<名>动作；行动；举动
<例句：大行不顾细谨。>
20、<名>品行
<例句：其志洁，其行廉。>
21、<副>将；即将
<例句：善万物之得时，感吾生之行休。>
22、<量>遍；次
<例句：客至未尝不置酒，或三行五行。>
23、<名>道路
<例句：遵彼微行。>
24、<名>行列；队伍
<例句：凌余阵兮躐余行。>
25、<名>辈；辈分
<例句：汉天子，我丈人行也。>
26、<量>指成行的事物
<例句：出门登车去，涕落百余行。>
27、<动>行走
<例句：三人行，必有我师焉。>
28、<动>出行
<例句：为吾子之将行也。>
29、<动>运行
<例句：舟已行矣，而剑不行。>
30、<动>传布
<例句：士之处此世，而望名誉之光，道德行，难已。>
31、<动>实行；做
<例句：君子寡欲则不役于物，可以直道而行。>
32、<名>动作；行动；举动
<例句：大行不顾细谨。>
33、<名>品行
<例句：其志洁，其行廉。>
34、<副>将；即将
<例句：善万物之得时，感吾生之行休。>
35、<量>遍；次
<例句：客至未尝不置酒，或三行五行。>
36、<名>道路
<例句：遵彼微行。>
37、<名>行列；队伍
<例句：凌余阵兮躐余行。>
38、<名>辈；辈分
<例句：汉天子，我丈人行也。>
39、<量>指成行的事物
<例句：出门登车去，涕落百余行。>
40、<动>行走
<例句：三人行，必有我师焉。>
41、<动>出行
<例句：为吾子之将行也。>
42、<动>运行
<例句：舟已行矣，而剑不行。>
43、<动>传布
<例句：士之处此世，而望名誉之光，道德行，难已。>
44、<动>实行；做
<例句：君子寡欲则不役于物，可以直道而行。>
45、<名>动作；行动；举动
<例句：大行不顾细谨。>
46、<名>品行
<例句：其志洁，其行廉。>
47、<副>将；即将
<例句：善万物之得时，感吾生之行休。>
48、<量>遍；次
<例句：客至未尝不置酒，或三行五行。>
49、<名>道路
<例句：遵彼微行。>
50、<名>行列；队伍
<例句：凌余阵兮躐余行。>
51、<名>辈；辈分
<例句：汉天子，我丈人行也。>
52、<量>指成行的事物
<例句：出门登车去，涕落百余行。>
53、<动>行走
<例句：三人行，必有我师焉。>
54、<动>出行
<例句：为吾子之将行也。>
55、<动>运行
<例句：舟已行矣，而剑不行。>
56、<动>传布
<例句：士之处此世，而望名誉之光，道德行，难已。>
57、<动>实行；做
<例句：君子寡欲则不役于物，可以直道而行。>
58、<名>动作；行动；举动
<例句：大行不顾细谨。>
59、<名>品行
<例句：其志洁，其行廉。>
60、<副>将；即将
<例句：善万物之得时，感吾生之行休。>
61、<量>遍；次
<例句：客至未尝不置酒，或三行五行。>
62、<名>道路
<例句：遵彼微行。>
63、<名>行列；队伍
<例句：凌余阵兮躐余行。>
64、<名>辈；辈分
<例句：汉天子，我丈人行也。>
65、<量>指成行的事物
<例句：出门登车去，涕落百余行。>
",
792,2328,优优大【哉】！礼仪三百，威仪三千,哉,"1、<语助>表示感叹的语气，相当于“啊”
<例句：噫嘻悲哉！此秋声也。>
2、<语助>表示疑问的语气，相当于“呢”
<例句：而此独以钟名，何哉？>
3、<语助>表示反问语气
<例句：相如虽驽，独畏廉将军哉？>
",
940,2476,虽有其位，苟无其德，不敢作礼乐焉；虽【有】其德,有,"1、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
2、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
3、<动>掌握
<例句：有道之士，贵以近知远。>
4、<形>富有
<例句：礼生于有而废于无。>
5、<名>收获；出产的东西
<例句：退而甘食其土之有。>
6、<连>或者
<例句：故君子有不战，战则必胜。>
7、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
8、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
9、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
10、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
11、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
12、<动>掌握
<例句：有道之士，贵以近知远。>
13、<形>富有
<例句：礼生于有而废于无。>
14、<名>收获；出产的东西
<例句：退而甘食其土之有。>
15、<连>或者
<例句：故君子有不战，战则必胜。>
16、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
17、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
18、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
",
399,1935,唯天下至诚，为【能】尽其性；能尽其性，则能尽人之性；能尽人之性，则能尽物之性；能尽物之性，则可以赞天地之化育；可以赞天地之化育，则可以与天地参矣,能,"1、<名>能力；才能
<例句：上官大夫与之同列，争宠而心害其能。>
2、<形>有能力
<例句：试用于昔日，先帝称之曰能。>
3、<名>有能力的人
<例句：招贤进能，显岩穴之士。>
4、<动>能够；能够达到
<例句：假舟楫也，非能水也，而绝江河。>
5、<动>及；达
<例句：盖余所及，比好游者尚不能十一。>
6、<代>通“恁”
<例句：南村群童欺我老无力，忍能对面为盗贼。>
7、<动>通“耐”
<例句：此物能寒，法当较今尤茂。>
",
1099,2635,远之则有望，近之则【不】厌,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",
744,2280,《诗》曰：“惟天之命，于【穆】不已！”盖曰天之所以为天也,穆,"1、<形>和畅；美好
<例句：吉甫作诵，穆如清风。>
2、<形>恭敬；严肃
<例句：穆皇皇。>
3、<形>通“睦”，和睦
<例句：而与夏侯尚不穆。>
4、<名>古代宗庙的次序；始祖庙居中，以下按父子的辈分排列为昭、穆；左为昭，右穆
",
425,1961,唯天下至诚，为能尽其性；能尽其性，则能尽人之性；能尽人之性，则能尽物之性；能尽物【之】性，则可以赞天地之化育；可以赞天地之化育，则可以与天地参矣,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",
