,Unnamed: 0,句子,字,释义,正确选项（填序号）：
141,1677,所以修身也；去谗远色，贱货而贵德，所以劝贤也；尊其位，重其禄，同其好恶，所以劝亲亲也；官盛任使，所以劝大臣也；忠信重禄，所以劝士也；时使薄敛，所以劝百姓也；日省月试，既廪称事，所以劝百工也；送往迎来，嘉善而矜不能，所以柔远人也；继绝世，举【废】国，治乱持危,废,"1、<动>舍弃；停止
<例句：然则废衅钟与?>
<例句：臣侍汤药，未曾废离。>
2、<动>废黜；罢黜
<例句：谓功业可立就，故坐废退。>
3、<形>衰败
<例句：政通人和，百废待兴。>
4、<动>秃败；倒塌
<例句：废池乔木，犹厌言兵。>
<例句：即除魏阉废祠之址以葬之。>
5、<形>负伤；残废
<例句：荆轲~，乃引其匕首提秦王。>
6、<动>浪费
<例句：今若断斯织也，则捐失成功，稽废时日。>
7、<形>失望；颓废
<例句：其欲得天下之心，有不废然摧泪者乎。>
",
1378,2914,故君子之道，暗然而日章；小人之道，的然【而】日亡,而,"1、表示并列关系。
<例句：蟹六跪而二螯，非蛇鳝之穴无可寄托者>
<例句：剑阁峥嵘而崔嵬，一夫当关，万夫莫开>
<例句：北救赵而西却秦，此五霸之伐也>
2、表示递进关系。
<例句：君子博学而日参省乎己。>
<例句：楚怀王贪而信张仪，遂绝齐>
<例句：回视日观以西峰，或得日，或否，绛皜驳色，而皆若偻>
<例句：以其求思之深而无不在也>
3、表示承接关系。
<例句：故舍汝而旅食京师，以求斗斛之禄>
<例句：置之地，拔剑撞而破之。>
<例句：积善成德，而神明自得，圣心备焉。>
<例句：人非生而知之者，孰能无惑>
4、表示转折关系。
<例句：青，取之于蓝，而青于蓝>
<例句：有如此之势，而为秦人积威之所劫>
<例句：信也，吾兄之盛德而夭其嗣乎>
5、表示假设关系。
<例句：诸君而有意，瞻予马首可也。>
<例句：死而有知，其几何离>
<例句：锲而不舍，金石可镂。>
<例句：人而无信，不知其可也。>
6、表示修饰关系。
<例句：吾尝跂而望矣，不如登高之博见也>
<例句：填然鼓之，兵刃既接，弃甲曳兵而走>
<例句：项王按剑而跽曰：""客何为者？"">
7、表示因果关系。
<例句：余亦悔其随之而不得极夫游之乐也>
<例句：表恶其能而不用也>
<例句：小人不知天命而不畏也。>
8、表示目的关系。
<例句：缦立远视，而望幸焉>
<例句：籍吏民，封府库，而待将军>
<例句：吾恂恂而起。>
9、代词。第二人称，一般作定语，译为""你的""，偶尔也作主语，译为""你""。
<例句：而翁长铨，迁我京职，则汝朝夕侍母。>
10、相当于“以”，表范围。
<例句：形而上者谓之道，形而下者谓之器>
11、表反问语气，相当于“岂”。
<例句：为仁由己，而由人乎哉>
12、动词。同“如”，好像，如同。
<例句：溺死者千有余人军惊而坏都舍。>
13、复音虚词""而已""。放在句末，表示限止的语气助词，相当于""罢了""。
<例句：一人、一桌、一椅、一扇、一抚尺而已。>
<例句：闻道有先后，术业有专攻，如是而已。>
",
1029,2565,故君子之道：本诸身，徵诸庶民，考诸三王而【不】缪，建诸天地而不悖，质诸鬼神而无疑，百世以俟圣人而不惑,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",
161,1697,【凡】为天下国家有九经，所以行之者一也,凡,"1、<形>平常；平庸
<例句：巨是凡人，偏在远郡。>
2、<名>人世间；尘世
<例句：仙凡路阻两难留。>
3、<副>凡是，表示概括
<例句：凡先王之法有要于时者。>
4、<名>大概；大略
<例句：仆尝倦谈，不能一二其详，请略举凡。>
5、<动>总共；总计，表示总合
<例句：凡六百一十六言。>
<例句：由是先主遂诣亮，凡三往，乃见。>
<例句：性殊凡自知时，飞不乱行聊渐陆。>
<例句：题门上作‘风’字而去……‘凤’字，凡也。>
",
376,1912,虽愚必明，虽柔【必】强,必,"1、<形>一定;必然
<例句：人无远虑必有近忧。>
2、<副>一定会
<例句：我见相如必辱之。>
3、<副>果真,如果
<例句：王必无人臣愿奉璧往使。>
4、<动>一完定执行或实行
<例句：罚莫如重而必使民畏之。>
5、<动>坚决做到
<例句：无参验而必之者愚也。>
",
53,1589,【所】以修身也；去谗远色，贱货而贵德，所以劝贤也；尊其位，重其禄，同其好恶，所以劝亲亲也；官盛任使，所以劝大臣也；忠信重禄，所以劝士也；时使薄敛，所以劝百姓也；日省月试，既廪称事，所以劝百工也；送往迎来，嘉善而矜不能，所以柔远人也；继绝世，举废国，治乱持危,所,"1、经常放在动词前，同动词结合，组成""所""字结构。""所""字结构是名词性短语，表示""所……的人""、""所……的事物""、""所……的情况""等。
<例句：于众人广坐之中，不宜有所过，今公子故过之。>
<例句：故余虽愚，卒获有所闻。>
<例句：余在患难中，间以诗记所遭。>
2、""所""和动词结合，后面再有名词性结构，则所字结构起定语的作用。
<例句：夜则以兵围所寓舍。>
<例句：臣所过屠者朱亥，此子贤者，世莫能知，故隐屠闻耳。>
3、在有些句子中，""为""和""所""呼应，组成""为……所……""的格式，表示被动。
<例句：贾家庄几为巡徼所陵迫死。>
<例句：嬴闻如姬父为人所杀。>
4、表示原因的。
<例句：亲贤臣，远小人，此先汉所以兴隆也；亲小人，远贤臣，此后汉所以倾颓也。>
<例句：吾所以为此者，以先国家之急而后私仇也。>
<例句：臣所以去亲戚而事君者，徒慕君之高义也。>
<例句：所以遣将守关者，备他盗之出入与非常也。>
5、表示手段或凭借的。
<例句：吾所以待侯生者备矣，……>
<例句：师者，所以传道受业解惑也。>
6、【所谓】所说的。
<例句：此所谓战胜于朝廷。>
<例句：非吾所谓传其道解其惑者也。>
7、到处。
<例句：石之铿然有声音者，所在皆是也。>
8、所在之处，处所。
<例句：原来有这等一个所在，且回衙去>
<例句：急趋之，折过墙隅，迷其所在。>
",
54,1590,所【以】修身也；去谗远色，贱货而贵德，所以劝贤也；尊其位，重其禄，同其好恶，所以劝亲亲也；官盛任使，所以劝大臣也；忠信重禄，所以劝士也；时使薄敛，所以劝百姓也；日省月试，既廪称事，所以劝百工也；送往迎来，嘉善而矜不能，所以柔远人也；继绝世，举废国，治乱持危,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",
609,2145,【博】厚配地，高明配天，悠久无疆,博,"1、<形>宽广；广博
<例句：君子博学而日参省乎己。>
2、<动>增广，开阔
<例句：参之《国语》以博其趣。>
3、<名>古代一种赌输赢的游戏
<例句：剧孟行大类朱家而好博。>
4、<动>赌博
<例句：博鸡者袁人，素无赖。>
5、<动>换取；求取
<例句：以博我一人之产业，曾不惨然。>
<例句：顾念蓄劣物终无所用，不如拚博一笑。>
",
1147,2683,辟如天地之无不持载，【无】不覆帱，辟如四时之错行，如日月之代明,无,"1、<动>没有
<例句：黔无驴，有好事者船载以入。>
2、<副>不；别
<例句：硕鼠硕鼠，无食我麦。>
3、<连>不论；无论
<例句：是故无贵无贱，无长无少，道之所存师之所存也。>
4、<形>贫穷；无资财
<例句：礼生于有而废于无。>
",
1023,2559,故君子之道：本诸身，徵诸庶【民】，考诸三王而不缪，建诸天地而不悖，质诸鬼神而无疑，百世以俟圣人而不惑,民,"1、<名>古指奴隶，泛指庶民百姓
<例句：古者有四民：有士民，有商民，有农民，有工民。>
2、<名>人
<例句：上古之世，……民食果蓏蜯蛤，腥臊恶臭而伤腹胃，民多疾病。>
",
844,2380,是故居【上】不骄，为下不倍；国有道，其言足以兴；国无道，其默足以容,上,"1、<名>上面；位置在高处的
<例句：辍耕之垄上，怅恨久之。>
<例句：新城之上。有池洼然而方以长。>
2、<形>等级高的；质量高的；上等
<例句：拜相如为上大夫。>
<例句：群臣吏民能面刺寡人之过者，受上赏。>
3、<名>地位高的人；主持、领导的人
<例句：上下同欲者胜。>
<例句：上自劳累。>
<例句：上伟之。>
4、<形>时间或次序在前的
<例句：上称帝喾，下道歉齐桓，中述汤武。>
<例句：东方千余骑，夫婿居上头。>
5、<动>上升；登上
<例句：郡县逼迫，催臣上道。>
<例句：十里，上黄泥冈。>
6、<副>向上
<例句：哙遂入，披帷西向立，瞋目视项王，头发上指，目眦尽裂。>
<例句：上不臣于王，下不治其家，中不索交诸侯。>
7、<动>献上；送上；呈上
<例句：臣乃敢上壁。>
<例句：狱辞上。中有立决者。>
8、<动>向上；走向
<例句：上堂拜阿母。>
<例句：始复上街头理其故业。>
9、<动>装上；加上
<例句：以枪上刺刀相博击。>
10、<动>通“尚”
<例句：上农除未，黔首是富。>
11、<名>上声
<例句：至平上去入，则余病未能。>
12、<名>上面；位置在高处的
<例句：辍耕之垄上，怅恨久之。>
<例句：新城之上。有池洼然而方以长。>
13、<形>等级高的；质量高的；上等
<例句：拜相如为上大夫。>
<例句：群臣吏民能面刺寡人之过者，受上赏。>
14、<名>地位高的人；主持、领导的人
<例句：上下同欲者胜。>
<例句：上自劳累。>
<例句：上伟之。>
15、<形>时间或次序在前的
<例句：上称帝喾，下道歉齐桓，中述汤武。>
<例句：东方千余骑，夫婿居上头。>
16、<动>上升；登上
<例句：郡县逼迫，催臣上道。>
<例句：十里，上黄泥冈。>
17、<副>向上
<例句：哙遂入，披帷西向立，瞋目视项王，头发上指，目眦尽裂。>
<例句：上不臣于王，下不治其家，中不索交诸侯。>
18、<动>献上；送上；呈上
<例句：臣乃敢上壁。>
<例句：狱辞上。中有立决者。>
19、<动>向上；走向
<例句：上堂拜阿母。>
<例句：始复上街头理其故业。>
20、<动>装上；加上
<例句：以枪上刺刀相博击。>
21、<动>通“尚”
<例句：上农除未，黔首是富。>
22、<名>上声
<例句：至平上去入，则余病未能。>
",
1079,2615,是故君子动而世为天下道，【行】而世为天下法，言而世为天下则,行,"1、<动>行走
<例句：三人行，必有我师焉。>
2、<动>出行
<例句：为吾子之将行也。>
3、<动>运行
<例句：舟已行矣，而剑不行。>
4、<动>传布
<例句：士之处此世，而望名誉之光，道德行，难已。>
5、<动>实行；做
<例句：君子寡欲则不役于物，可以直道而行。>
6、<名>动作；行动；举动
<例句：大行不顾细谨。>
7、<名>品行
<例句：其志洁，其行廉。>
8、<副>将；即将
<例句：善万物之得时，感吾生之行休。>
9、<量>遍；次
<例句：客至未尝不置酒，或三行五行。>
10、<名>道路
<例句：遵彼微行。>
11、<名>行列；队伍
<例句：凌余阵兮躐余行。>
12、<名>辈；辈分
<例句：汉天子，我丈人行也。>
13、<量>指成行的事物
<例句：出门登车去，涕落百余行。>
14、<动>行走
<例句：三人行，必有我师焉。>
15、<动>出行
<例句：为吾子之将行也。>
16、<动>运行
<例句：舟已行矣，而剑不行。>
17、<动>传布
<例句：士之处此世，而望名誉之光，道德行，难已。>
18、<动>实行；做
<例句：君子寡欲则不役于物，可以直道而行。>
19、<名>动作；行动；举动
<例句：大行不顾细谨。>
20、<名>品行
<例句：其志洁，其行廉。>
21、<副>将；即将
<例句：善万物之得时，感吾生之行休。>
22、<量>遍；次
<例句：客至未尝不置酒，或三行五行。>
23、<名>道路
<例句：遵彼微行。>
24、<名>行列；队伍
<例句：凌余阵兮躐余行。>
25、<名>辈；辈分
<例句：汉天子，我丈人行也。>
26、<量>指成行的事物
<例句：出门登车去，涕落百余行。>
27、<动>行走
<例句：三人行，必有我师焉。>
28、<动>出行
<例句：为吾子之将行也。>
29、<动>运行
<例句：舟已行矣，而剑不行。>
30、<动>传布
<例句：士之处此世，而望名誉之光，道德行，难已。>
31、<动>实行；做
<例句：君子寡欲则不役于物，可以直道而行。>
32、<名>动作；行动；举动
<例句：大行不顾细谨。>
33、<名>品行
<例句：其志洁，其行廉。>
34、<副>将；即将
<例句：善万物之得时，感吾生之行休。>
35、<量>遍；次
<例句：客至未尝不置酒，或三行五行。>
36、<名>道路
<例句：遵彼微行。>
37、<名>行列；队伍
<例句：凌余阵兮躐余行。>
38、<名>辈；辈分
<例句：汉天子，我丈人行也。>
39、<量>指成行的事物
<例句：出门登车去，涕落百余行。>
40、<动>行走
<例句：三人行，必有我师焉。>
41、<动>出行
<例句：为吾子之将行也。>
42、<动>运行
<例句：舟已行矣，而剑不行。>
43、<动>传布
<例句：士之处此世，而望名誉之光，道德行，难已。>
44、<动>实行；做
<例句：君子寡欲则不役于物，可以直道而行。>
45、<名>动作；行动；举动
<例句：大行不顾细谨。>
46、<名>品行
<例句：其志洁，其行廉。>
47、<副>将；即将
<例句：善万物之得时，感吾生之行休。>
48、<量>遍；次
<例句：客至未尝不置酒，或三行五行。>
49、<名>道路
<例句：遵彼微行。>
50、<名>行列；队伍
<例句：凌余阵兮躐余行。>
51、<名>辈；辈分
<例句：汉天子，我丈人行也。>
52、<量>指成行的事物
<例句：出门登车去，涕落百余行。>
53、<动>行走
<例句：三人行，必有我师焉。>
54、<动>出行
<例句：为吾子之将行也。>
55、<动>运行
<例句：舟已行矣，而剑不行。>
56、<动>传布
<例句：士之处此世，而望名誉之光，道德行，难已。>
57、<动>实行；做
<例句：君子寡欲则不役于物，可以直道而行。>
58、<名>动作；行动；举动
<例句：大行不顾细谨。>
59、<名>品行
<例句：其志洁，其行廉。>
60、<副>将；即将
<例句：善万物之得时，感吾生之行休。>
61、<量>遍；次
<例句：客至未尝不置酒，或三行五行。>
62、<名>道路
<例句：遵彼微行。>
63、<名>行列；队伍
<例句：凌余阵兮躐余行。>
64、<名>辈；辈分
<例句：汉天子，我丈人行也。>
65、<量>指成行的事物
<例句：出门登车去，涕落百余行。>
",
14,1550,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，敬大臣则不眩，体【群】臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔远人则四方归之，怀诸侯则天下畏之,群,"1、<名>兽群；聚集在一起的鸟兽
<例句：羊之乱群，犹能为害。>
2、<名>群；聚集在一起的人
<例句：吾离群而索居，亦已久矣。>
3、<动>聚集成群
<例句：士大夫之族，曰师曰弟子云者，则群聚而笑之。>
4、<形>成群的
<例句：杂花生树，群莺乱飞。>
5、<形>诸；众
<例句：登高作赋，是所望于群公。>
",
970,2506,吾学周【礼】，今用之，吾从周,礼,"1、<名>原指祭神敬祖，后成为奴隶社会和封建社会的等级制度、社会规范和道德规范的总称
<例句：大行不顾细谨，大礼不辞小让。>
2、<名>礼貌；礼仪；表示敬意的语言或动作
<例句：乃设九宾礼于廷。>
<例句：或遇其叱咄，色愈恭，礼愈至。>
3、<动>尊敬；以礼相待
<例句：孙讨虏聪明仁惠，敬贤礼士。>
4、<名>礼物
<例句：所以不报谢者，以为小礼无所用。>
5、<名>儒家经典“五经”之一，包括《仪礼》《周礼》《礼记》三部书
",
